timestamp,signal_x,signal_y,signal_z
344.0,1.037,-0.014,0.162
345.0,1.042,-0.014,0.167
346.0,1.038,-0.013,0.161
347.0,1.041,-0.016,0.164
348.0,1.039,-0.012,0.170
349.0,1.040,-0.014,0.172
350.0,1.040,-0.011,0.173
351.0,1.042,-0.013,0.179
352.0,1.043,-0.014,0.189
353.0,1.035,-0.020,0.185
354.0,1.042,-0.017,0.180
355.0,1.044,-0.013,0.167
356.0,1.037,-0.011,0.172
357.0,1.039,-0.008,0.163
358.0,1.040,-0.012,0.160
359.0,1.036,-0.014,0.163
360.0,1.036,-0.012,0.167
361.0,1.041,-0.014,0.156
362.0,1.045,-0.008,0.164
363.0,1.041,-0.010,0.173
364.0,1.034,-0.011,0.167
365.0,1.045,-0.011,0.168
366.0,1.048,-0.014,0.171
367.0,1.036,-0.016,0.184
368.0,1.040,-0.013,0.184
369.0,1.044,-0.010,0.178
370.0,1.046,-0.011,0.164
371.0,1.044,-0.009,0.165
372.0,1.037,-0.013,0.171
373.0,1.037,-0.009,0.161
374.0,1.039,-0.012,0.161
375.0,1.024,-0.017,0.177
376.0,1.034,-0.013,0.172
377.0,1.044,-0.011,0.167
378.0,1.041,-0.010,0.173
379.0,1.043,-0.014,0.178
380.0,1.040,-0.018,0.170
381.0,1.040,-0.016,0.170
382.0,1.042,-0.012,0.173
383.0,1.036,-0.013,0.175
384.0,1.048,-0.016,0.171
385.0,1.040,-0.014,0.161
386.0,1.035,-0.011,0.177
387.0,1.045,-0.013,0.186
388.0,1.046,-0.009,0.182
389.0,1.041,-0.012,0.176
390.0,1.038,-0.005,0.176
391.0,1.040,-0.008,0.174
392.0,1.042,-0.013,0.175
393.0,1.037,-0.009,0.166
394.0,1.034,-0.009,0.170
395.0,1.038,-0.014,0.167
396.0,1.039,-0.011,0.175
397.0,1.041,-0.011,0.181
398.0,1.037,-0.008,0.179
399.0,1.041,-0.007,0.174
400.0,1.041,-0.012,0.177
401.0,1.037,-0.012,0.181
402.0,1.040,-0.008,0.181
403.0,1.050,-0.014,0.167
404.0,1.044,-0.013,0.172
405.0,1.042,-0.007,0.171
406.0,1.040,-0.012,0.170
407.0,1.042,-0.009,0.165
408.0,1.048,-0.004,0.168
409.0,1.042,-0.010,0.179
410.0,1.044,-0.006,0.183
411.0,1.041,-0.008,0.182
412.0,1.040,-0.006,0.177
413.0,1.043,-0.010,0.183
414.0,1.040,-0.010,0.184
415.0,1.039,-0.016,0.180
416.0,1.033,-0.014,0.174
417.0,1.034,-0.014,0.171
418.0,1.039,-0.010,0.167
419.0,1.038,-0.011,0.166
420.0,1.030,-0.012,0.164
421.0,1.040,-0.009,0.170
422.0,1.048,-0.010,0.166
423.0,1.038,-0.015,0.173
424.0,1.027,-0.013,0.179
425.0,1.034,-0.012,0.179
426.0,1.045,-0.017,0.181
427.0,1.044,-0.011,0.177
428.0,1.034,-0.019,0.190
429.0,1.048,-0.010,0.180
430.0,1.059,-0.005,0.173
431.0,1.040,-0.010,0.178
432.0,1.028,-0.010,0.186
433.0,1.040,-0.007,0.178
434.0,1.041,-0.021,0.155
435.0,1.028,-0.014,0.161
436.0,1.034,-0.012,0.168
437.0,1.048,-0.012,0.154
438.0,1.042,-0.015,0.164
439.0,1.032,-0.014,0.183
440.0,1.044,-0.014,0.169
441.0,1.051,-0.011,0.166
442.0,1.034,-0.010,0.174
443.0,1.029,-0.008,0.184
444.0,1.051,-0.008,0.177
445.0,1.048,-0.010,0.177
446.0,1.032,-0.008,0.184
447.0,1.036,-0.008,0.178
448.0,1.044,-0.008,0.172
449.0,1.038,-0.010,0.175
450.0,1.035,-0.013,0.182
451.0,1.048,-0.012,0.175
452.0,1.052,-0.008,0.170
453.0,1.035,-0.009,0.175
454.0,1.034,-0.011,0.172
455.0,1.042,-0.007,0.172
456.0,1.040,-0.011,0.168
457.0,1.034,-0.010,0.175
458.0,1.036,-0.005,0.171
459.0,1.041,-0.005,0.175
460.0,1.036,-0.005,0.170
461.0,1.037,-0.006,0.164
462.0,1.042,-0.016,0.163
463.0,1.047,-0.008,0.164
464.0,1.041,-0.012,0.173
465.0,1.041,-0.012,0.178
466.0,1.045,-0.007,0.173
467.0,1.042,-0.013,0.170
468.0,1.039,-0.010,0.179
469.0,1.041,-0.010,0.172
470.0,1.048,-0.015,0.168
471.0,1.041,-0.009,0.172
472.0,1.039,-0.009,0.180
473.0,1.039,-0.014,0.173
474.0,1.047,-0.012,0.178
475.0,1.046,-0.008,0.175
476.0,1.042,-0.009,0.178
477.0,1.038,-0.012,0.185
478.0,1.045,-0.010,0.167
479.0,1.041,-0.014,0.178
480.0,1.038,-0.010,0.167
481.0,1.043,-0.013,0.161
482.0,1.047,-0.012,0.163
483.0,1.043,-0.011,0.161
484.0,1.039,-0.014,0.166
485.0,1.039,-0.010,0.172
486.0,1.047,-0.007,0.173
487.0,1.043,-0.011,0.186
488.0,1.045,-0.007,0.186
489.0,1.048,-0.006,0.181
490.0,1.045,-0.013,0.183
491.0,1.033,-0.014,0.175
492.0,1.040,-0.013,0.167
493.0,1.040,-0.011,0.151
494.0,1.045,-0.007,0.164
495.0,1.033,-0.012,0.177
496.0,1.030,-0.015,0.167
497.0,1.040,-0.010,0.159
498.0,1.037,-0.002,0.172
499.0,1.037,-0.011,0.177
500.0,1.040,-0.011,0.181
501.0,1.046,-0.009,0.171
502.0,1.045,-0.012,0.174
503.0,1.038,-0.007,0.181
504.0,1.042,-0.011,0.179
505.0,1.045,-0.008,0.181
506.0,1.049,-0.005,0.181
507.0,1.039,-0.008,0.175
508.0,1.037,-0.012,0.183
509.0,1.034,-0.013,0.181
510.0,1.036,-0.013,0.176
511.0,1.043,-0.006,0.165
512.0,1.041,-0.005,0.167
513.0,1.038,-0.012,0.170
514.0,1.040,-0.011,0.177
515.0,1.037,-0.009,0.172
516.0,1.041,-0.014,0.173
517.0,1.042,-0.010,0.176
518.0,1.041,-0.004,0.177
519.0,1.044,-0.007,0.180
520.0,1.044,-0.008,0.169
521.0,1.045,-0.011,0.171
522.0,1.040,-0.015,0.171
523.0,1.044,-0.007,0.167
524.0,1.042,-0.012,0.172
525.0,1.036,-0.013,0.178
526.0,1.034,-0.013,0.173
527.0,1.036,-0.014,0.175
528.0,1.038,-0.012,0.177
529.0,1.040,-0.012,0.178
530.0,1.040,-0.019,0.179
531.0,1.045,-0.017,0.181
532.0,1.047,-0.014,0.187
533.0,1.039,-0.006,0.177
534.0,1.043,-0.005,0.170
535.0,1.040,-0.009,0.168
536.0,1.035,-0.009,0.177
537.0,1.040,-0.013,0.174
538.0,1.044,-0.014,0.163
539.0,1.045,-0.012,0.160
540.0,1.045,-0.015,0.171
541.0,1.037,-0.010,0.169
542.0,1.045,-0.005,0.165
543.0,1.038,-0.010,0.167
544.0,1.026,-0.018,0.177
545.0,1.035,-0.018,0.176
546.0,1.048,-0.010,0.174
547.0,1.038,-0.010,0.186
548.0,1.028,-0.007,0.196
549.0,1.041,-0.013,0.174
550.0,1.055,-0.010,0.165
551.0,1.040,-0.010,0.168
552.0,1.030,-0.013,0.174
553.0,1.040,-0.008,0.166
554.0,1.048,-0.014,0.158
555.0,1.036,-0.015,0.168
556.0,1.035,-0.012,0.170
557.0,1.045,-0.012,0.160
558.0,1.042,-0.012,0.176
559.0,1.036,-0.011,0.180
560.0,1.042,-0.014,0.179
561.0,1.052,-0.008,0.182
562.0,1.046,-0.004,0.186
563.0,1.041,-0.013,0.190
564.0,1.048,-0.010,0.174
565.0,1.039,-0.005,0.173
566.0,1.026,-0.007,0.178
567.0,1.035,-0.007,0.172
568.0,1.047,-0.008,0.163
569.0,1.040,-0.010,0.170
570.0,1.027,-0.006,0.169
571.0,1.041,-0.010,0.158
572.0,1.048,-0.012,0.159
573.0,1.032,-0.009,0.170
574.0,1.037,-0.015,0.185
575.0,1.044,-0.018,0.178
576.0,1.039,-0.012,0.188
577.0,1.038,-0.010,0.184
578.0,1.037,-0.010,0.184
579.0,1.042,-0.015,0.179
580.0,1.042,-0.007,0.183
581.0,1.036,-0.009,0.178
582.0,1.042,-0.010,0.170
583.0,1.044,-0.012,0.173
584.0,1.043,-0.008,0.168
585.0,1.040,-0.007,0.165
586.0,1.040,-0.008,0.167
587.0,1.046,-0.001,0.167
588.0,1.041,-0.011,0.161
589.0,1.041,-0.014,0.161
590.0,1.041,-0.008,0.170
591.0,1.043,-0.010,0.181
592.0,1.039,-0.017,0.179
593.0,1.042,-0.019,0.183
594.0,1.047,-0.019,0.180
595.0,1.045,-0.020,0.168
596.0,1.045,-0.016,0.170
597.0,1.039,-0.010,0.167
598.0,1.037,-0.008,0.165
599.0,1.036,-0.008,0.164
600.0,1.031,-0.012,0.170
601.0,1.033,-0.008,0.173
602.0,1.042,-0.005,0.176
603.0,1.038,-0.011,0.168
604.0,1.040,-0.006,0.172
605.0,1.041,-0.004,0.179
606.0,1.046,-0.002,0.176
607.0,1.044,-0.003,0.173
608.0,1.038,-0.010,0.173
609.0,1.042,-0.017,0.159
610.0,1.041,-0.010,0.164
611.0,1.035,-0.007,0.172
612.0,1.037,-0.007,0.171
613.0,1.046,-0.012,0.171
614.0,1.045,-0.020,0.178
615.0,1.037,-0.018,0.177
616.0,1.040,-0.014,0.178
617.0,1.038,-0.010,0.173
618.0,1.036,-0.007,0.181
619.0,1.037,-0.011,0.179
620.0,1.037,-0.007,0.173
621.0,1.044,-0.002,0.175
622.0,1.037,-0.004,0.181
623.0,1.043,-0.004,0.175
624.0,1.047,-0.010,0.172
625.0,1.042,-0.012,0.162
626.0,1.040,-0.010,0.173
627.0,1.040,-0.005,0.171
628.0,1.039,-0.010,0.163
629.0,1.039,-0.012,0.166
630.0,1.044,-0.017,0.160
631.0,1.036,-0.014,0.162
632.0,1.043,-0.013,0.168
633.0,1.042,-0.013,0.171
634.0,1.043,-0.016,0.174
635.0,1.042,-0.016,0.181
636.0,1.047,-0.009,0.182
637.0,1.046,-0.007,0.187
638.0,1.046,-0.010,0.187
639.0,1.040,-0.010,0.183
640.0,1.043,-0.003,0.183
641.0,1.044,-0.003,0.184
642.0,1.038,-0.014,0.179
643.0,1.040,-0.013,0.164
644.0,1.041,-0.010,0.167
645.0,1.040,-0.012,0.162
646.0,1.042,-0.011,0.164
647.0,1.038,-0.015,0.164
648.0,1.041,-0.009,0.162
649.0,1.050,-0.014,0.158
650.0,1.043,-0.015,0.170
651.0,1.027,-0.011,0.175
652.0,1.032,-0.007,0.176
653.0,1.038,-0.012,0.181
654.0,1.045,-0.008,0.179
655.0,1.040,-0.007,0.178
656.0,1.036,-0.009,0.177
657.0,1.050,-0.010,0.180
658.0,1.051,-0.009,0.174
659.0,1.042,-0.011,0.179
660.0,1.041,-0.014,0.180
661.0,1.042,-0.016,0.174
662.0,1.042,-0.013,0.171
663.0,1.040,-0.014,0.175
664.0,1.039,-0.014,0.181
665.0,1.041,-0.010,0.171
666.0,1.045,-0.012,0.175
667.0,1.042,-0.015,0.179
668.0,1.042,-0.011,0.170
669.0,1.044,-0.007,0.176
670.0,1.039,-0.012,0.172
671.0,1.036,-0.017,0.174
672.0,1.047,-0.010,0.164
673.0,1.042,-0.014,0.166
674.0,1.037,-0.017,0.168
675.0,1.034,-0.011,0.175
676.0,1.039,-0.006,0.179
677.0,1.040,-0.004,0.180
678.0,1.037,-0.011,0.170
679.0,1.037,-0.013,0.172
680.0,1.049,-0.010,0.177
681.0,1.045,-0.009,0.174
682.0,1.038,-0.012,0.175
683.0,1.040,-0.013,0.174
684.0,1.048,-0.013,0.171
685.0,1.046,-0.008,0.173
686.0,1.039,-0.014,0.167
687.0,1.039,-0.013,0.164
688.0,1.039,-0.012,0.166
689.0,1.041,-0.015,0.170
690.0,1.032,-0.018,0.168
691.0,1.038,-0.016,0.165
692.0,1.044,-0.010,0.165
693.0,1.040,-0.011,0.164
694.0,1.038,-0.008,0.171
695.0,1.043,-0.012,0.176
696.0,1.049,-0.014,0.177
697.0,1.040,-0.005,0.188
698.0,1.041,-0.007,0.181
699.0,1.049,-0.003,0.176
700.0,1.048,-0.006,0.175
701.0,1.042,-0.013,0.177
702.0,1.042,-0.013,0.167
703.0,1.042,-0.009,0.158
704.0,1.045,-0.012,0.167
705.0,1.047,-0.009,0.174
706.0,1.036,-0.013,0.172
707.0,1.044,-0.009,0.160
708.0,1.045,-0.010,0.166
709.0,1.034,-0.017,0.171
710.0,1.032,-0.022,0.178
711.0,1.040,-0.016,0.166
712.0,1.038,-0.012,0.167
713.0,1.030,-0.011,0.172
714.0,1.045,-0.009,0.174
715.0,1.048,-0.010,0.168
716.0,1.040,-0.010,0.173
717.0,1.039,-0.015,0.176
718.0,1.045,-0.013,0.172
719.0,1.048,-0.012,0.171
720.0,1.036,-0.010,0.170
721.0,1.041,-0.008,0.170
722.0,1.047,-0.011,0.173
723.0,1.040,-0.012,0.169
724.0,1.041,-0.011,0.175
725.0,1.044,-0.007,0.179
726.0,1.047,-0.010,0.173
727.0,1.038,-0.007,0.175
728.0,1.036,-0.007,0.174
729.0,1.043,-0.010,0.172
730.0,1.040,-0.008,0.178
731.0,1.039,-0.015,0.168
732.0,1.037,-0.016,0.176
733.0,1.042,-0.016,0.170
734.0,1.040,-0.019,0.172
735.0,1.033,-0.017,0.170
736.0,1.039,-0.013,0.174
737.0,1.038,-0.005,0.165
738.0,1.033,-0.007,0.171
739.0,1.041,-0.009,0.175
740.0,1.047,-0.008,0.177
741.0,1.049,-0.004,0.180
742.0,1.043,-0.009,0.178
743.0,1.040,-0.009,0.181
744.0,1.047,-0.006,0.171
745.0,1.045,-0.013,0.162
746.0,1.033,-0.014,0.166
747.0,1.035,-0.013,0.174
748.0,1.039,-0.010,0.170
749.0,1.039,-0.009,0.167
750.0,1.044,-0.007,0.175
751.0,1.042,-0.013,0.173
752.0,1.043,-0.021,0.173
753.0,1.037,-0.016,0.174
754.0,1.039,-0.010,0.170
755.0,1.044,-0.013,0.174
756.0,1.043,-0.010,0.189
757.0,1.041,-0.013,0.189
758.0,1.047,-0.006,0.188
759.0,1.045,-0.010,0.185
760.0,1.036,-0.013,0.176
761.0,1.036,-0.010,0.181
762.0,1.044,-0.010,0.171
763.0,1.043,-0.016,0.159
764.0,1.034,-0.013,0.155
765.0,1.032,-0.011,0.168
766.0,1.041,-0.009,0.162
767.0,1.045,-0.009,0.167
768.0,1.046,-0.013,0.170
769.0,1.040,-0.016,0.170
770.0,1.048,-0.010,0.177
771.0,1.047,-0.013,0.178
772.0,1.034,-0.013,0.177
773.0,1.036,-0.009,0.181
774.0,1.044,-0.008,0.182
775.0,1.042,-0.007,0.188
776.0,1.039,-0.007,0.191
777.0,1.038,-0.010,0.186
778.0,1.043,-0.007,0.179
779.0,1.042,-0.009,0.169
780.0,1.034,-0.015,0.174
781.0,1.036,-0.010,0.174
782.0,1.043,-0.010,0.166
783.0,1.042,-0.013,0.156
784.0,1.035,-0.012,0.162
785.0,1.032,-0.014,0.172
786.0,1.040,-0.016,0.162
787.0,1.038,-0.010,0.174
788.0,1.036,-0.011,0.173
789.0,1.045,-0.008,0.179
790.0,1.056,-0.003,0.182
791.0,1.045,-0.006,0.184
792.0,1.038,-0.011,0.180
793.0,1.042,-0.011,0.161
794.0,1.043,-0.013,0.163
795.0,1.029,-0.013,0.167
796.0,1.037,-0.011,0.166
797.0,1.043,-0.005,0.160
798.0,1.041,-0.006,0.171
799.0,1.035,-0.012,0.183
800.0,1.038,-0.011,0.179
801.0,1.045,-0.011,0.174
802.0,1.047,-0.014,0.179
803.0,1.042,-0.014,0.173
804.0,1.041,-0.009,0.164
805.0,1.041,-0.011,0.166
806.0,1.035,-0.010,0.170
807.0,1.037,-0.010,0.169
808.0,1.041,-0.007,0.165
809.0,1.048,-0.009,0.170
810.0,1.040,-0.009,0.167
811.0,1.040,-0.009,0.174
812.0,1.045,-0.014,0.174
813.0,1.039,-0.008,0.177
814.0,1.036,-0.012,0.178
815.0,1.046,-0.010,0.180
816.0,1.045,-0.015,0.176
817.0,1.037,-0.011,0.176
818.0,1.039,-0.008,0.182
819.0,1.047,-0.006,0.174
820.0,1.047,-0.013,0.168
