timestamp,signal_x,signal_y,signal_z
133.0,1.044,-0.013,0.183
134.0,1.041,-0.007,0.190
135.0,1.034,-0.011,0.194
136.0,1.041,-0.013,0.181
137.0,1.044,-0.012,0.174
138.0,1.032,-0.013,0.180
139.0,1.040,-0.012,0.186
140.0,1.042,-0.018,0.192
141.0,1.035,-0.008,0.187
142.0,1.036,-0.010,0.187
143.0,1.034,-0.010,0.187
144.0,1.039,-0.012,0.183
145.0,1.044,-0.008,0.180
146.0,1.047,-0.010,0.180
147.0,1.040,-0.008,0.174
148.0,1.041,-0.004,0.182
149.0,1.036,-0.010,0.190
150.0,1.043,-0.006,0.187
151.0,1.042,-0.008,0.185
152.0,1.035,-0.010,0.178
153.0,1.034,-0.013,0.190
154.0,1.033,-0.015,0.176
155.0,1.039,-0.010,0.175
156.0,1.041,-0.010,0.173
157.0,1.034,-0.014,0.177
158.0,1.035,-0.006,0.177
159.0,1.037,-0.010,0.181
160.0,1.044,-0.010,0.177
161.0,1.040,-0.009,0.171
162.0,1.035,-0.009,0.194
163.0,1.043,-0.010,0.186
164.0,1.045,-0.009,0.184
165.0,1.036,-0.007,0.182
166.0,1.038,-0.005,0.187
167.0,1.044,-0.013,0.182
168.0,1.037,-0.012,0.181
169.0,1.038,-0.016,0.189
170.0,1.041,-0.018,0.177
171.0,1.042,-0.010,0.181
172.0,1.045,-0.012,0.179
173.0,1.037,-0.018,0.176
174.0,1.040,-0.016,0.182
175.0,1.040,-0.006,0.182
176.0,1.040,-0.011,0.184
177.0,1.038,-0.012,0.177
178.0,1.038,-0.013,0.179
179.0,1.042,-0.013,0.184
180.0,1.045,-0.009,0.189
181.0,1.038,-0.009,0.188
182.0,1.043,-0.012,0.194
183.0,1.044,-0.004,0.191
184.0,1.038,-0.001,0.187
185.0,1.040,-0.014,0.191
186.0,1.034,-0.008,0.178
187.0,1.037,-0.006,0.175
188.0,1.040,-0.011,0.182
189.0,1.040,-0.014,0.180
190.0,1.042,-0.010,0.183
191.0,1.042,-0.009,0.180
192.0,1.039,-0.008,0.183
193.0,1.036,-0.006,0.190
194.0,1.038,-0.012,0.187
195.0,1.043,-0.014,0.178
196.0,1.043,-0.013,0.187
197.0,1.041,-0.013,0.184
198.0,1.041,-0.010,0.179
199.0,1.042,-0.011,0.189
200.0,1.036,-0.007,0.187
201.0,1.042,-0.010,0.186
202.0,1.041,-0.010,0.182
203.0,1.036,-0.012,0.183
204.0,1.041,-0.012,0.180
205.0,1.039,-0.012,0.180
206.0,1.045,-0.013,0.186
207.0,1.039,-0.007,0.179
208.0,1.037,-0.012,0.185
209.0,1.042,-0.010,0.180
210.0,1.042,-0.010,0.186
211.0,1.041,-0.011,0.189
212.0,1.039,-0.010,0.187
213.0,1.035,-0.015,0.184
214.0,1.033,-0.015,0.183
215.0,1.041,-0.013,0.185
216.0,1.042,-0.009,0.182
217.0,1.040,-0.009,0.185
218.0,1.041,-0.006,0.188
219.0,1.044,-0.009,0.178
220.0,1.040,-0.005,0.184
221.0,1.045,-0.006,0.190
222.0,1.043,-0.007,0.198
223.0,1.035,-0.015,0.181
224.0,1.036,-0.011,0.187
225.0,1.044,-0.015,0.181
226.0,1.047,-0.012,0.179
227.0,1.043,-0.009,0.190
228.0,1.037,-0.010,0.185
229.0,1.047,-0.003,0.184
230.0,1.038,-0.010,0.181
231.0,1.033,-0.008,0.177
232.0,1.038,-0.007,0.184
233.0,1.038,-0.005,0.188
234.0,1.033,-0.006,0.201
235.0,1.038,-0.016,0.192
236.0,1.036,-0.010,0.190
237.0,1.043,-0.007,0.189
238.0,1.042,-0.009,0.180
239.0,1.037,-0.008,0.177
240.0,1.033,-0.002,0.176
241.0,1.034,-0.006,0.187
242.0,1.044,-0.006,0.185
243.0,1.043,-0.007,0.190
244.0,1.039,-0.010,0.181
245.0,1.034,-0.012,0.182
246.0,1.041,-0.015,0.180
247.0,1.042,-0.010,0.177
248.0,1.034,-0.004,0.186
249.0,1.042,-0.008,0.177
250.0,1.042,-0.012,0.183
251.0,1.044,-0.013,0.177
252.0,1.042,-0.015,0.176
253.0,1.042,-0.014,0.177
254.0,1.044,-0.011,0.180
255.0,1.036,-0.015,0.184
256.0,1.033,-0.013,0.186
257.0,1.045,-0.012,0.184
258.0,1.049,-0.009,0.185
259.0,1.041,-0.012,0.188
260.0,1.038,-0.016,0.184
261.0,1.048,-0.008,0.186
262.0,1.045,-0.006,0.184
263.0,1.035,-0.016,0.183
264.0,1.036,-0.013,0.182
265.0,1.038,-0.010,0.177
266.0,1.041,-0.010,0.182
267.0,1.035,-0.012,0.181
268.0,1.040,-0.007,0.180
269.0,1.046,-0.009,0.174
270.0,1.039,-0.010,0.181
271.0,1.036,-0.011,0.185
272.0,1.040,-0.010,0.184
273.0,1.041,-0.014,0.186
274.0,1.042,-0.010,0.189
275.0,1.040,-0.008,0.191
276.0,1.042,-0.012,0.180
277.0,1.041,-0.013,0.182
278.0,1.036,-0.013,0.186
279.0,1.041,-0.004,0.182
280.0,1.045,-0.005,0.185
281.0,1.042,-0.006,0.189
282.0,1.044,-0.007,0.185
283.0,1.043,-0.010,0.181
284.0,1.043,-0.010,0.185
285.0,1.046,-0.010,0.183
286.0,1.044,-0.015,0.185
287.0,1.044,-0.010,0.188
288.0,1.044,-0.011,0.185
289.0,1.039,-0.016,0.179
290.0,1.044,-0.010,0.175
291.0,1.039,-0.007,0.178
292.0,1.039,-0.008,0.184
293.0,1.044,-0.011,0.187
294.0,1.040,-0.010,0.183
295.0,1.037,-0.012,0.185
296.0,1.042,-0.012,0.190
297.0,1.042,-0.006,0.184
298.0,1.034,-0.007,0.185
299.0,1.032,-0.009,0.189
300.0,1.042,-0.004,0.184
301.0,1.047,-0.004,0.186
302.0,1.037,-0.008,0.189
303.0,1.042,-0.010,0.185
304.0,1.044,-0.005,0.184
305.0,1.045,-0.008,0.188
306.0,1.047,-0.010,0.183
307.0,1.042,-0.011,0.180
308.0,1.038,-0.013,0.183
309.0,1.039,-0.009,0.180
310.0,1.037,-0.009,0.173
311.0,1.041,-0.013,0.174
312.0,1.046,-0.015,0.185
313.0,1.038,-0.010,0.181
314.0,1.035,-0.014,0.184
315.0,1.038,-0.012,0.190
316.0,1.039,-0.013,0.183
317.0,1.043,-0.010,0.181
318.0,1.041,-0.006,0.182
319.0,1.033,-0.009,0.187
320.0,1.038,-0.009,0.180
321.0,1.040,-0.006,0.181
322.0,1.040,-0.003,0.169
323.0,1.036,-0.013,0.185
324.0,1.039,-0.016,0.183
325.0,1.036,-0.012,0.181
326.0,1.042,-0.013,0.180
327.0,1.038,-0.012,0.179
328.0,1.032,-0.011,0.191
329.0,1.033,-0.011,0.181
330.0,1.036,-0.011,0.180
331.0,1.040,-0.013,0.181
332.0,1.038,-0.006,0.176
333.0,1.042,-0.009,0.178
334.0,1.041,-0.010,0.184
335.0,1.044,-0.011,0.185
336.0,1.041,-0.010,0.181
337.0,1.038,-0.007,0.185
338.0,1.040,-0.007,0.186
339.0,1.037,-0.010,0.187
340.0,1.044,-0.015,0.191
341.0,1.042,-0.008,0.179
342.0,1.038,-0.003,0.189
343.0,1.041,-0.008,0.191
344.0,1.044,-0.015,0.176
345.0,1.046,-0.009,0.179
346.0,1.044,-0.012,0.180
347.0,1.042,-0.010,0.177
348.0,1.041,-0.006,0.182
349.0,1.041,-0.009,0.186
350.0,1.045,-0.010,0.175
351.0,1.041,-0.013,0.180
352.0,1.042,-0.007,0.180
353.0,1.043,-0.010,0.175
354.0,1.043,-0.010,0.177
355.0,1.041,-0.009,0.180
356.0,1.042,-0.005,0.179
357.0,1.041,-0.006,0.176
358.0,1.041,-0.001,0.178
359.0,1.044,-0.010,0.179
360.0,1.048,-0.009,0.187
361.0,1.040,-0.007,0.183
362.0,1.041,-0.008,0.181
363.0,1.041,-0.010,0.178
364.0,1.035,-0.015,0.187
365.0,1.045,-0.016,0.187
366.0,1.046,-0.012,0.180
367.0,1.036,-0.014,0.172
368.0,1.035,-0.011,0.182
369.0,1.044,-0.017,0.181
370.0,1.042,-0.011,0.184
371.0,1.040,-0.015,0.178
372.0,1.043,-0.013,0.175
373.0,1.044,-0.011,0.184
374.0,1.043,-0.011,0.184
375.0,1.037,-0.012,0.177
376.0,1.038,-0.010,0.177
377.0,1.045,-0.009,0.182
378.0,1.039,-0.011,0.175
379.0,1.040,-0.010,0.180
380.0,1.041,-0.012,0.179
381.0,1.039,-0.011,0.177
382.0,1.039,-0.013,0.178
383.0,1.041,-0.010,0.174
384.0,1.035,-0.014,0.179
385.0,1.043,-0.016,0.178
386.0,1.044,-0.010,0.174
387.0,1.034,-0.017,0.178
388.0,1.035,-0.016,0.181
389.0,1.040,-0.007,0.183
390.0,1.041,-0.012,0.177
391.0,1.041,-0.011,0.183
392.0,1.038,-0.011,0.186
393.0,1.040,-0.010,0.181
394.0,1.041,-0.011,0.183
395.0,1.040,-0.007,0.186
396.0,1.038,-0.012,0.185
397.0,1.038,-0.012,0.183
398.0,1.037,-0.014,0.191
399.0,1.045,-0.014,0.198
400.0,1.039,-0.011,0.186
401.0,1.039,-0.010,0.179
402.0,1.034,-0.003,0.177
403.0,1.036,-0.008,0.184
404.0,1.045,-0.009,0.186
405.0,1.041,-0.009,0.190
406.0,1.039,-0.009,0.184
407.0,1.038,-0.011,0.187
408.0,1.041,-0.010,0.185
409.0,1.038,-0.007,0.183
410.0,1.035,-0.009,0.185
411.0,1.041,-0.009,0.183
412.0,1.034,-0.009,0.185
413.0,1.041,-0.009,0.191
414.0,1.041,-0.010,0.178
415.0,1.038,-0.011,0.180
416.0,1.039,-0.002,0.182
417.0,1.038,0.002,0.188
418.0,1.046,-0.003,0.181
419.0,1.033,-0.009,0.189
420.0,1.037,-0.011,0.195
421.0,1.036,-0.011,0.180
422.0,1.033,-0.010,0.181
423.0,1.041,-0.010,0.181
424.0,1.043,-0.011,0.188
425.0,1.042,-0.009,0.179
426.0,1.033,-0.009,0.181
427.0,1.040,-0.011,0.180
428.0,1.039,-0.010,0.179
429.0,1.038,-0.016,0.180
430.0,1.032,-0.017,0.182
431.0,1.040,-0.013,0.182
432.0,1.043,-0.014,0.174
433.0,1.042,-0.013,0.189
434.0,1.041,-0.011,0.182
435.0,1.048,-0.002,0.187
436.0,1.044,-0.004,0.188
437.0,1.038,-0.008,0.180
438.0,1.036,-0.008,0.171
439.0,1.040,-0.012,0.169
440.0,1.038,-0.015,0.186
441.0,1.035,-0.010,0.184
442.0,1.036,-0.009,0.184
443.0,1.041,-0.010,0.177
444.0,1.042,-0.010,0.174
445.0,1.039,-0.014,0.182
446.0,1.037,-0.015,0.184
447.0,1.039,-0.013,0.181
448.0,1.043,-0.017,0.176
449.0,1.043,-0.010,0.183
450.0,1.044,-0.012,0.190
451.0,1.037,-0.011,0.194
452.0,1.040,-0.012,0.186
453.0,1.041,-0.009,0.187
454.0,1.038,-0.010,0.184
455.0,1.040,-0.010,0.177
456.0,1.040,-0.012,0.183
457.0,1.038,-0.012,0.183
458.0,1.039,-0.008,0.177
459.0,1.043,-0.015,0.180
460.0,1.042,-0.009,0.183
461.0,1.038,-0.017,0.187
462.0,1.032,-0.017,0.189
463.0,1.037,-0.014,0.194
464.0,1.035,-0.013,0.187
465.0,1.034,-0.012,0.191
466.0,1.037,-0.012,0.183
467.0,1.040,-0.012,0.176
468.0,1.043,-0.010,0.187
469.0,1.042,-0.012,0.190
470.0,1.042,-0.010,0.187
471.0,1.038,-0.012,0.189
472.0,1.038,-0.009,0.189
473.0,1.041,-0.004,0.183
474.0,1.043,-0.008,0.187
475.0,1.045,-0.005,0.190
476.0,1.045,-0.013,0.187
477.0,1.043,-0.016,0.186
478.0,1.036,-0.010,0.185
479.0,1.036,-0.011,0.190
480.0,1.039,-0.007,0.180
481.0,1.045,-0.006,0.184
482.0,1.046,-0.016,0.193
483.0,1.039,-0.017,0.183
484.0,1.041,-0.018,0.184
485.0,1.039,-0.010,0.180
486.0,1.040,-0.015,0.178
487.0,1.042,-0.011,0.184
488.0,1.038,-0.007,0.189
489.0,1.034,-0.004,0.190
490.0,1.039,-0.008,0.186
491.0,1.039,-0.011,0.186
492.0,1.037,-0.010,0.186
493.0,1.047,-0.011,0.187
494.0,1.051,-0.012,0.191
495.0,1.039,-0.006,0.186
496.0,1.034,-0.007,0.182
497.0,1.035,-0.006,0.179
498.0,1.041,-0.012,0.183
499.0,1.037,-0.015,0.183
500.0,1.036,-0.014,0.187
501.0,1.040,-0.011,0.176
502.0,1.040,-0.014,0.179
503.0,1.038,-0.014,0.180
504.0,1.032,-0.013,0.186
505.0,1.039,-0.014,0.180
506.0,1.042,-0.011,0.169
507.0,1.039,-0.012,0.187
508.0,1.038,-0.012,0.181
509.0,1.041,-0.013,0.181
510.0,1.046,-0.010,0.186
511.0,1.040,-0.007,0.191
512.0,1.042,-0.006,0.189
513.0,1.047,-0.000,0.189
514.0,1.040,-0.006,0.188
515.0,1.038,-0.009,0.186
516.0,1.041,-0.007,0.183
517.0,1.042,-0.009,0.178
518.0,1.040,-0.008,0.173
519.0,1.040,-0.010,0.178
520.0,1.038,-0.009,0.178
521.0,1.032,-0.012,0.183
522.0,1.035,-0.012,0.180
523.0,1.037,-0.012,0.180
524.0,1.039,-0.014,0.180
525.0,1.037,-0.014,0.185
526.0,1.041,-0.008,0.182
527.0,1.039,-0.004,0.179
528.0,1.038,-0.007,0.184
529.0,1.037,-0.010,0.181
530.0,1.036,-0.007,0.180
531.0,1.040,-0.006,0.179
532.0,1.038,-0.013,0.183
533.0,1.040,-0.012,0.181
534.0,1.048,-0.008,0.188
535.0,1.039,-0.008,0.177
536.0,1.036,-0.005,0.175
537.0,1.040,-0.013,0.181
538.0,1.041,-0.015,0.174
539.0,1.042,-0.012,0.182
540.0,1.041,-0.012,0.184
541.0,1.044,-0.010,0.182
542.0,1.047,-0.007,0.180
543.0,1.038,-0.012,0.183
544.0,1.041,-0.007,0.169
545.0,1.047,-0.007,0.176
546.0,1.047,-0.008,0.175
547.0,1.042,-0.004,0.177
548.0,1.040,-0.008,0.194
549.0,1.045,-0.006,0.189
550.0,1.040,-0.012,0.197
551.0,1.035,-0.010,0.187
552.0,1.040,-0.012,0.176
553.0,1.041,-0.010,0.175
554.0,1.036,-0.009,0.175
555.0,1.032,-0.010,0.182
556.0,1.041,-0.010,0.177
557.0,1.041,-0.011,0.176
558.0,1.039,-0.015,0.176
559.0,1.041,-0.011,0.181
560.0,1.046,-0.007,0.184
561.0,1.047,-0.005,0.183
562.0,1.042,-0.008,0.180
563.0,1.040,-0.012,0.179
564.0,1.044,-0.011,0.189
565.0,1.042,-0.011,0.179
566.0,1.040,-0.013,0.180
567.0,1.044,-0.015,0.185
568.0,1.043,-0.011,0.189
569.0,1.042,-0.010,0.190
570.0,1.042,-0.012,0.182
571.0,1.042,-0.007,0.181
572.0,1.038,-0.012,0.189
573.0,1.034,-0.013,0.188
574.0,1.037,-0.012,0.191
575.0,1.038,-0.010,0.181
576.0,1.040,-0.010,0.182
577.0,1.043,-0.011,0.180
578.0,1.037,-0.013,0.179
579.0,1.038,-0.011,0.182
580.0,1.042,-0.007,0.180
581.0,1.040,-0.010,0.177
582.0,1.044,-0.011,0.181
583.0,1.044,-0.015,0.185
584.0,1.038,-0.013,0.188
585.0,1.037,-0.013,0.182
586.0,1.034,-0.008,0.188
587.0,1.038,-0.007,0.179
588.0,1.042,-0.012,0.176
589.0,1.047,-0.012,0.177
590.0,1.042,-0.013,0.182
591.0,1.039,-0.010,0.183
592.0,1.040,-0.008,0.180
593.0,1.040,-0.013,0.185
594.0,1.042,-0.014,0.184
595.0,1.038,-0.007,0.180
596.0,1.038,-0.010,0.179
597.0,1.038,-0.010,0.183
598.0,1.038,-0.012,0.179
599.0,1.038,-0.011,0.182
600.0,1.039,-0.009,0.182
601.0,1.039,-0.012,0.189
602.0,1.038,-0.011,0.178
603.0,1.047,-0.015,0.189
604.0,1.044,-0.011,0.185
605.0,1.040,-0.012,0.182
606.0,1.038,-0.009,0.185
607.0,1.043,-0.008,0.185
608.0,1.046,-0.011,0.183
609.0,1.043,-0.007,0.179
610.0,1.041,-0.010,0.177
611.0,1.037,-0.014,0.179
612.0,1.037,-0.007,0.175
613.0,1.036,-0.013,0.173
614.0,1.038,-0.021,0.179
615.0,1.045,-0.024,0.183
616.0,1.043,-0.021,0.189
617.0,1.043,-0.020,0.190
618.0,1.043,-0.020,0.176
619.0,1.037,-0.020,0.183
620.0,1.035,-0.014,0.181
621.0,1.034,-0.019,0.183
622.0,1.036,-0.019,0.177
623.0,1.043,-0.017,0.185
624.0,1.044,-0.014,0.184
625.0,1.036,-0.011,0.184
626.0,1.041,-0.006,0.187
627.0,1.043,-0.008,0.188
628.0,1.046,-0.008,0.189
629.0,1.041,-0.008,0.187
630.0,1.035,-0.014,0.190
631.0,1.040,-0.012,0.175
632.0,1.049,-0.010,0.172
633.0,1.042,-0.014,0.178
634.0,1.034,-0.012,0.183
635.0,1.038,-0.014,0.187
636.0,1.041,-0.019,0.182
637.0,1.038,-0.020,0.191
638.0,1.039,-0.018,0.192
639.0,1.038,-0.014,0.183
640.0,1.041,-0.018,0.183
641.0,1.038,-0.020,0.181
642.0,1.044,-0.016,0.171
643.0,1.043,-0.014,0.176
644.0,1.037,-0.012,0.194
645.0,1.039,-0.006,0.190
646.0,1.042,-0.007,0.188
647.0,1.043,-0.004,0.190
648.0,1.038,-0.003,0.186
649.0,1.047,-0.008,0.185
650.0,1.048,-0.015,0.176
651.0,1.040,-0.010,0.176
652.0,1.038,-0.009,0.174
653.0,1.041,-0.013,0.181
654.0,1.040,-0.014,0.174
655.0,1.031,-0.013,0.188
656.0,1.038,-0.013,0.184
657.0,1.043,-0.020,0.166
658.0,1.039,-0.020,0.175
659.0,1.036,-0.017,0.175
660.0,1.045,-0.019,0.184
661.0,1.046,-0.025,0.188
662.0,1.044,-0.024,0.192
663.0,1.039,-0.026,0.188
664.0,1.042,-0.027,0.180
665.0,1.044,-0.028,0.180
666.0,1.040,-0.029,0.191
667.0,1.038,-0.025,0.185
668.0,1.041,-0.029,0.185
669.0,1.038,-0.035,0.178
670.0,1.041,-0.039,0.178
671.0,1.038,-0.038,0.179
672.0,1.040,-0.035,0.178
673.0,1.041,-0.038,0.178
674.0,1.041,-0.042,0.177
675.0,1.041,-0.040,0.183
676.0,1.036,-0.043,0.188
677.0,1.044,-0.046,0.183
678.0,1.041,-0.043,0.184
679.0,1.038,-0.039,0.178
680.0,1.037,-0.038,0.175
681.0,1.038,-0.038,0.171
682.0,1.037,-0.037,0.176
683.0,1.039,-0.037,0.185
684.0,1.042,-0.031,0.181
685.0,1.047,-0.025,0.182
686.0,1.033,-0.028,0.176
687.0,1.028,-0.020,0.180
688.0,1.035,-0.014,0.175
689.0,1.040,-0.019,0.173
690.0,1.032,-0.020,0.180
691.0,1.036,-0.016,0.188
692.0,1.045,-0.017,0.177
693.0,1.048,-0.024,0.171
694.0,1.035,-0.025,0.190
695.0,1.028,-0.027,0.185
696.0,1.043,-0.027,0.177
697.0,1.038,-0.030,0.188
698.0,1.033,-0.028,0.182
699.0,1.041,-0.031,0.185
700.0,1.048,-0.036,0.183
701.0,1.032,-0.040,0.187
702.0,1.027,-0.036,0.185
703.0,1.038,-0.034,0.177
704.0,1.042,-0.042,0.178
705.0,1.034,-0.044,0.190
706.0,1.036,-0.042,0.188
707.0,1.044,-0.043,0.185
708.0,1.045,-0.042,0.183
709.0,1.032,-0.048,0.176
710.0,1.034,-0.041,0.177
711.0,1.045,-0.040,0.169
712.0,1.040,-0.035,0.181
713.0,1.036,-0.031,0.188
714.0,1.038,-0.034,0.180
715.0,1.043,-0.032,0.185
716.0,1.038,-0.026,0.188
717.0,1.040,-0.028,0.186
718.0,1.044,-0.026,0.178
719.0,1.048,-0.030,0.180
720.0,1.035,-0.024,0.177
721.0,1.031,-0.023,0.190
722.0,1.046,-0.017,0.190
723.0,1.046,-0.017,0.197
724.0,1.042,-0.013,0.198
725.0,1.051,-0.009,0.186
726.0,1.049,-0.011,0.182
727.0,1.049,-0.017,0.194
728.0,1.041,-0.010,0.180
729.0,1.046,-0.012,0.182
730.0,1.046,-0.013,0.181
731.0,1.038,-0.014,0.178
732.0,1.041,-0.014,0.179
733.0,1.042,-0.012,0.183
734.0,1.044,-0.008,0.182
735.0,1.036,-0.012,0.182
736.0,1.042,-0.003,0.181
737.0,1.049,0.000,0.173
738.0,1.039,-0.004,0.170
739.0,1.033,-0.009,0.177
740.0,1.035,-0.010,0.185
741.0,1.046,-0.013,0.181
742.0,1.044,-0.011,0.185
743.0,1.040,-0.010,0.184
744.0,1.043,-0.017,0.187
745.0,1.043,-0.012,0.177
746.0,1.041,-0.020,0.176
747.0,1.038,-0.022,0.181
748.0,1.042,-0.022,0.177
749.0,1.040,-0.022,0.175
750.0,1.032,-0.021,0.181
751.0,1.036,-0.022,0.189
752.0,1.042,-0.022,0.186
753.0,1.041,-0.022,0.185
754.0,1.040,-0.017,0.191
755.0,1.038,-0.012,0.182
756.0,1.039,-0.010,0.183
757.0,1.037,-0.008,0.181
758.0,1.036,-0.008,0.176
759.0,1.042,-0.003,0.175
760.0,1.038,-0.009,0.180
761.0,1.033,-0.009,0.187
762.0,1.039,-0.006,0.187
763.0,1.048,-0.007,0.180
764.0,1.043,-0.004,0.177
765.0,1.036,-0.003,0.193
766.0,1.043,-0.012,0.189
767.0,1.037,-0.008,0.191
768.0,1.035,-0.012,0.192
769.0,1.041,-0.012,0.186
770.0,1.042,-0.013,0.175
771.0,1.035,-0.017,0.178
772.0,1.040,-0.019,0.182
773.0,1.040,-0.018,0.182
774.0,1.040,-0.013,0.189
775.0,1.040,-0.010,0.183
776.0,1.044,-0.007,0.172
777.0,1.042,-0.000,0.184
778.0,1.035,0.002,0.185
779.0,1.042,0.002,0.190
780.0,1.047,0.003,0.183
781.0,1.039,0.006,0.181
782.0,1.036,0.004,0.183
783.0,1.038,0.008,0.191
784.0,1.044,0.013,0.177
785.0,1.042,0.012,0.179
786.0,1.044,0.010,0.186
787.0,1.042,0.011,0.188
788.0,1.046,0.009,0.181
789.0,1.042,0.010,0.180
790.0,1.036,0.011,0.181
791.0,1.033,0.012,0.176
792.0,1.044,0.017,0.178
793.0,1.040,0.015,0.184
794.0,1.037,0.020,0.177
795.0,1.038,0.019,0.184
796.0,1.045,0.021,0.181
797.0,1.043,0.023,0.181
798.0,1.041,0.023,0.185
799.0,1.041,0.023,0.175
800.0,1.044,0.023,0.171
801.0,1.045,0.031,0.183
802.0,1.040,0.036,0.180
803.0,1.042,0.036,0.180
804.0,1.037,0.038,0.186
805.0,1.041,0.037,0.179
806.0,1.040,0.037,0.179
807.0,1.039,0.036,0.190
808.0,1.038,0.040,0.186
809.0,1.035,0.033,0.195
810.0,1.039,0.028,0.196
811.0,1.042,0.031,0.183
812.0,1.045,0.032,0.187
813.0,1.029,0.027,0.177
814.0,1.034,0.021,0.183
815.0,1.042,0.024,0.181
816.0,1.046,0.024,0.189
817.0,1.044,0.025,0.179
818.0,1.041,0.017,0.185
819.0,1.042,0.016,0.183
820.0,1.043,0.017,0.186
821.0,1.040,0.020,0.182
822.0,1.035,0.017,0.174
823.0,1.040,0.014,0.184
